Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
6819	12	64	16	0	0	16	48
6820	12	60	12	0	0	12	48
6821	12	60	12	0	0	12	48
6822	12	60	30	0	0	30	30
6823	12	60	24	0	0	24	36
6824	12	64	32	0	0	32	32
6825	11	44	12	2	0	14	30
6826	11	44	6	1	0	7	37
6827	11	44	12	0	0	12	32
6828	11	44	12	0	0	12	32
6829	11	44	24	0	0	24	20
6830	12	64	8	2	0	10	54
6831	11	48	8	0	0	8	40
6832	13	72	36	0	0	36	36
6833	12	60	12	6	0	18	42
6834	11	48	12	0	0	12	36
6835	13	72	12	0	0	12	60
6836	12	60	12	6	0	18	42
6837	12	60	6	6	0	12	48
6838	11	48	12	0	0	12	36
6839	11	48	6	0	0	6	42
6840	12	60	16	4	0	20	40
6841	13	72	16	0	0	16	56
6842	12	60	8	4	0	12	48
6843	11	48	16	2	0	18	30
6844	11	48	8	2	0	10	38
6845	12	60	8	2	0	10	50
6846	13	72	24	0	0	24	48
6847	11	48	8	0	0	8	40
6848	11	48	8	1	0	9	39
6849	11	47	12	0	0	12	35
6850	13	72	18	0	0	18	54
6851	12	60	6	3	0	9	51
6852	11	48	6	0	0	6	42
6853	13	78	48	0	0	48	30
6854	12	65	16	1	0	17	48
6855	11	49	16	0	0	16	33
6856	11	39	6	0	0	6	33
6857	14	96	48	0	0	48	48
6858	13	80	16	8	0	24	56
6859	14	96	96	0	0	96	0
6860	13	72	48	0	0	48	24
6861	13	80	32	0	0	32	48
6862	12	60	16	0	0	16	44
6863	12	60	16	4	0	20	40
6864	13	72	36	0	0	36	36
6865	13	72	72	0	0	72	0
6866	12	48	12	0	0	12	36
6867	12	48	36	0	0	36	12
6868	12	60	12	0	0	12	48
6869	12	60	12	6	0	18	42
6870	12	60	24	0	0	24	36
6871	11	40	12	0	0	12	28
6872	11	40	12	2	0	14	26
6873	11	40	6	2	0	8	32
6874	11	40	12	0	0	12	28
6875	11	40	12	2	0	14	26
6876	11	40	30	0	0	30	10
6877	12	64	16	0	0	16	48
6878	12	64	16	4	0	20	44
6879	11	44	8	0	0	8	36
6880	11	44	16	0	0	16	28
6881	11	44	12	2	0	14	30
6882	11	44	6	1	0	7	37
6883	12	64	32	0	0	32	32
6884	11	44	12	2	0	14	30
6885	11	44	24	0	0	24	20
6886	11	48	12	0	0	12	36
6887	11	48	16	0	0	16	32
6888	11	48	16	2	0	18	30
6889	11	48	12	0	0	12	36
6890	10	28	12	0	0	12	16
6891	11	49	6	1	0	7	42
6892	11	48	6	2	0	8	40
6893	11	44	6	2	0	8	36
6894	11	44	6	2	0	8	36
6895	11	52	4	2	0	6	46
6896	11	48	3	1	0	4	44
6897	11	44	3	1	0	4	40
6898	11	53	8	1	0	9	44
6899	12	68	8	0	0	8	60
6900	12	68	8	4	0	12	56
6901	11	52	8	2	0	10	42
6902	12	64	16	0	0	16	48
6903	12	68	16	0	0	16	52
6904	11	52	4	2	0	6	46
6905	11	48	6	6	0	12	36
6906	11	48	6	6	0	12	36
6907	12	64	8	0	0	8	56
6908	11	52	8	2	0	10	42
6909	12	64	8	0	0	8	56
6910	11	48	4	2	0	6	42
6911	11	52	8	0	0	8	44
6912	12	60	6	0	0	6	54
6913	11	48	6	6	0	12	36
6914	12	64	16	0	0	16	48
6915	12	64	8	4	0	12	52
6916	11	52	8	2	0	10	42
6917	13	80	16	0	0	16	64
6918	12	64	16	0	0	16	48
6919	12	64	16	0	0	16	48
6920	11	48	16	0	0	16	32
6921	12	68	16	0	0	16	52
6922	11	48	6	2	0	8	40
6923	11	48	6	1	0	7	41
6924	11	48	24	0	0	24	24
6925	11	48	12	0	0	12	36
6926	11	48	24	0	0	24	24
6927	11	53	8	1	0	9	44
6928	11	48	3	3	0	6	42
6929	11	52	8	1	0	9	43
6930	12	64	16	0	0	16	48
6931	12	60	12	0	0	12	48
6932	11	44	12	0	0	12	32
6933	11	44	6	1	0	7	37
6934	11	44	6	2	0	8	36
6935	11	44	12	0	0	12	32
6936	12	64	8	8	0	16	48
6937	12	68	16	0	0	16	52
6938	11	48	8	4	0	12	36
6939	11	48	12	0	0	12	36
6940	11	48	12	0	0	12	36
6941	11	48	12	0	0	12	36
6942	11	49	6	3	0	9	40
6943	11	48	6	6	0	12	36
6944	11	48	12	0	0	12	36
6945	11	48	12	0	0	12	36
6946	11	52	16	0	0	16	36
6947	11	52	16	0	0	16	36
6948	10	32	6	2	0	8	24
6949	10	28	6	0	0	6	22
6950	10	34	6	0	0	6	28
6951	10	32	12	4	0	16	16
6952	10	32	8	0	0	8	24
6953	11	44	6	2	0	8	36
6954	10	36	6	0	0	6	30
6955	11	40	6	0	0	6	34
6956	10	32	6	2	0	8	24
6957	11	44	8	0	0	8	36
6958	10	36	8	0	0	8	28
6959	10	36	12	2	0	14	22
6960	10	32	6	2	0	8	24
6961	10	36	8	0	0	8	28
6962	10	36	6	1	0	7	29
6963	10	38	16	0	0	16	22
6964	10	38	8	0	0	8	30
6965	11	52	16	0	0	16	36
6966	11	52	12	0	0	12	40
6967	11	48	12	12	0	24	24
6968	12	60	24	0	0	24	36
6969	11	48	24	0	0	24	24
6970	11	48	12	0	0	12	36
6971	10	36	12	0	0	12	24
6972	11	48	16	8	0	24	24
6973	11	48	16	0	0	16	32
6974	10	36	16	4	0	20	16
6975	11	48	8	4	0	12	36
6976	11	48	16	0	0	16	32
6977	10	36	8	0	0	8	28
6978	11	48	8	0	0	8	40
6979	12	64	24	0	0	24	40
6980	11	48	24	0	0	24	24
6981	10	36	8	0	0	8	28
6982	11	52	24	0	0	24	28
6983	11	48	6	0	0	6	42
6984	11	48	6	6	0	12	36
6985	12	60	30	0	0	30	30
6986	11	48	12	0	0	12	36
6987	11	48	12	0	0	12	36
6988	10	36	6	0	0	6	30
6989	11	48	8	2	0	10	38
6990	11	52	16	0	0	16	36
6991	11	52	16	2	0	18	34
6992	10	36	16	0	0	16	20
6993	10	36	12	0	0	12	24
6994	11	48	8	4	0	12	36
6995	10	36	8	2	0	10	26
6996	11	48	18	0	0	18	30
6997	11	52	24	0	0	24	28
6998	10	36	9	1	0	10	26
6999	10	36	12	0	0	12	24
