Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
2819	12	68	12	0	0	12	56
2820	12	68	34	0	0	34	34
2821	11	52	12	4	0	16	36
2822	11	56	6	0	0	6	50
2823	12	68	12	0	0	12	56
2824	11	56	12	0	0	12	44
2825	11	52	4	8	0	12	40
2826	12	72	8	4	0	12	60
2827	13	96	12	0	0	12	84
2828	11	52	6	0	0	6	46
2829	12	72	12	2	0	14	58
2830	10	40	4	0	0	4	36
2831	11	56	12	0	0	12	44
2832	12	68	6	0	0	6	62
2833	11	52	2	4	0	6	46
2834	11	52	12	0	0	12	40
2835	11	56	8	4	0	12	44
2836	12	68	12	0	0	12	56
2837	12	68	12	0	0	12	56
2838	11	56	12	2	0	14	42
2839	11	52	8	0	0	8	44
2840	11	52	4	8	0	12	40
2841	11	56	12	0	0	12	44
2842	11	52	6	0	0	6	46
2843	10	40	4	4	0	8	32
2844	11	56	4	4	0	8	48
2845	12	76	20	0	0	20	56
2846	11	56	8	4	0	12	44
2847	12	76	40	0	0	40	36
2848	11	56	6	4	0	10	46
2849	11	56	4	4	0	8	48
2850	11	56	6	0	0	6	50
2851	11	56	3	0	0	3	53
2852	11	52	6	0	0	6	46
2853	11	56	6	0	0	6	50
2854	12	68	6	0	0	6	62
2855	11	56	6	0	0	6	50
2856	11	52	4	4	0	8	44
2857	12	72	12	2	0	14	58
2858	13	96	24	0	0	24	72
2859	12	72	6	0	0	6	66
2860	11	56	6	0	0	6	50
2861	10	40	4	4	0	8	32
2862	11	56	20	0	0	20	36
2863	11	56	6	0	0	6	50
2864	11	56	6	0	0	6	50
2865	11	56	8	0	0	8	48
2866	12	76	40	0	0	40	36
2867	11	56	12	0	0	12	44
2868	11	56	6	2	0	8	48
2869	11	56	6	2	0	8	48
2870	11	56	8	2	0	10	46
2871	11	56	6	4	0	10	46
2872	12	76	34	0	0	34	42
2873	11	56	8	4	0	12	44
2874	12	76	40	0	0	40	36
2875	11	56	6	4	0	10	46
2876	11	60	28	0	0	28	32
2877	11	60	12	0	0	12	48
2878	11	60	12	0	0	12	48
2879	11	60	32	4	0	36	24
2880	11	60	12	0	0	12	48
2881	11	60	16	4	0	20	40
2882	11	60	12	0	0	12	48
2883	10	40	6	2	0	8	32
2884	10	40	8	2	0	10	30
2885	10	40	6	2	0	8	32
2886	10	39	6	0	0	6	33
2887	10	40	4	2	0	6	34
2888	11	56	16	0	0	16	40
2889	11	55	12	4	0	16	39
2890	11	55	12	0	0	12	43
2891	11	56	12	0	0	12	44
2892	11	52	12	0	0	12	40
2893	11	52	26	0	0	26	26
2894	10	40	12	0	0	12	28
2895	12	76	17	0	0	17	59
2896	11	56	6	2	0	8	48
2897	11	52	12	0	0	12	40
2898	10	43	6	2	0	8	35
2899	11	55	6	0	0	6	49
2900	11	60	8	0	0	8	52
2901	11	59	12	0	0	12	47
2902	12	72	20	0	0	20	52
2903	11	56	6	4	0	10	46
2904	12	72	40	0	0	40	32
2905	11	55	20	0	0	20	35
2906	11	56	16	0	0	16	40
2907	10	43	6	2	0	8	35
2908	10	43	16	2	0	18	25
2909	11	56	6	0	0	6	50
2910	11	55	8	2	0	10	45
2911	12	75	20	0	0	20	55
2912	11	55	6	2	0	8	47
2913	11	56	8	1	0	9	47
2914	11	56	12	1	0	13	43
2915	11	51	12	0	0	12	39
2916	12	68	34	0	0	34	34
2917	12	68	34	0	0	34	34
2918	11	51	34	0	0	34	17
2919	11	52	12	4	0	16	36
2920	11	52	12	0	0	12	40
2921	10	39	12	2	0	14	25
2922	11	55	12	0	0	12	43
2923	10	39	4	4	0	8	31
2924	11	55	8	2	0	10	45
2925	11	56	8	4	0	12	44
2926	12	76	12	0	0	12	64
2927	10	44	8	0	0	8	36
2928	11	52	6	0	0	6	46
2929	11	56	6	0	0	6	50
2930	11	55	6	2	0	8	47
2931	12	68	12	0	0	12	56
2932	12	68	26	0	0	26	42
2933	12	68	32	0	0	32	36
2934	11	55	12	0	0	12	43
2935	11	55	26	0	0	26	29
2936	11	56	12	0	0	12	44
2937	11	52	12	0	0	12	40
2938	11	52	32	0	0	32	20
2939	10	39	6	0	0	6	33
2940	11	56	56	0	0	56	0
2941	10	39	12	0	0	12	27
2942	12	76	24	1	0	25	51
2943	11	57	6	1	0	7	50
2944	10	43	6	2	0	8	35
2945	11	52	6	8	0	14	38
2946	12	72	20	4	0	24	48
2947	13	96	42	0	0	42	54
2948	13	96	96	0	0	96	0
2949	12	72	40	0	0	40	32
2950	11	52	12	0	0	12	40
2951	11	56	26	0	0	26	30
2952	11	55	20	2	0	22	33
2953	11	56	26	0	0	26	30
2954	10	39	6	4	0	10	29
2955	12	72	12	2	0	14	58
2956	10	40	6	8	0	14	26
2957	11	56	34	0	0	34	22
2958	12	72	40	0	0	40	32
2959	10	40	12	2	0	14	26
2960	10	40	6	4	0	10	30
2961	10	40	12	2	0	14	26
2962	10	40	6	2	0	8	32
2963	10	44	12	0	0	12	32
2964	10	44	16	4	0	20	24
2965	10	43	12	2	0	14	29
2966	9	27	6	4	0	10	17
2967	13	84	40	0	0	40	44
2968	12	68	12	8	0	20	48
2969	12	72	6	4	0	10	62
2970	12	68	12	8	0	20	48
2971	13	84	12	0	0	12	72
2972	13	84	12	0	0	12	72
2973	13	84	24	0	0	24	60
2974	12	68	8	4	0	12	56
2975	12	68	12	4	0	16	52
2976	13	92	48	4	0	52	40
2977	14	120	48	0	0	48	72
2978	13	92	12	0	0	12	80
2979	13	92	24	4	0	28	64
2980	12	68	8	8	0	16	52
2981	12	68	8	0	0	8	60
2982	11	52	12	8	0	20	32
2983	12	68	40	0	0	40	28
2984	11	52	8	8	0	16	36
2985	12	72	6	4	0	10	62
2986	13	84	12	0	0	12	72
2987	13	84	40	0	0	40	44
2988	12	68	12	8	0	20	48
2989	12	68	12	0	0	12	56
2990	13	84	12	0	0	12	72
2991	13	84	8	0	0	8	76
2992	13	84	40	0	0	40	44
2993	12	68	4	0	0	4	64
2994	12	68	12	0	0	12	56
2995	12	68	12	0	0	12	56
2996	13	92	12	0	0	12	80
2997	14	120	12	0	0	12	108
2998	13	92	8	4	0	12	80
2999	12	68	4	8	0	12	56
